law,date_law
"LEGE pentru aderarea Romaniei la Conventia asupra prescriptiei in materie de vanzare internationala de marfuri, incheiata la New York la 14 iunie 1974, şi la Protocolul de modificare a conventiei, incheiat la Viena la 11 aprilie 1980",24/12.03.1992
LEGE privind ratificarea Conventiei dintre Guvernul Romaniei şi Guvernul Republicii Elene pentru evitarea dublei impuneri cu privire la impozitele pe venit şi pe avere,25/12.03.1992
LEGE privind majorarea cotei de participare a Romaniei la Fondul Monetar International şi acceptarea modificarii Statutului F.M.I. prin cel de-al 3-lea amendament,26/16.03.1992
"LEGE pentru ratificarea ""Protocolului 1990"" referitor la modificarea Conventiei cu privire la transporturile internationale feroviare (COTIF) din 9 mai 1980",27/24.03.1992
"LEGE pentru modificarea articolului 39 din Legea nr.40/1991 cu privire la salarizarea Presedintelui şi Guvernului Romaniei, precum şi a personalului Presedintiei, Guvernului şi a celorlalte organe ale puterii executive",28/31.03.1992
LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Nationala a Romaniei şi AB SVENSK EXPORTKREDIT - Suedia,29/31.03.1992
LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Nationala a Romaniei şi A/S EKSPORTFINANS - Norvegia,30/31.03.1992
LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Nationala a Romaniei şi FINNISH EXPORT CREDIT LTD - Finlanda,31/31.03.1992
LEGE pentru ratificarea Tratatului de intelegere amicala şi cooperare dintre Romania şi Republica Franceza,32/06.04.1992
"LEGE pentru ratificarea Tratatului de prietenie, buna vecinatate şi cooperare dintre Romania şi Republica Turcia",33/06.04.1992
LEGE pentru ratificarea Tratatului de prietenie şi colaborare dintre Romania şi Republica Italiana,34/06.04.1992
"LEGE pentru ratificarea Tratatului de prietenie, cooperare şi buna vecinatate dintre Romania şi Republica Elena",35/06.04.1992
LEGE Legea bugetului de stat pe anul 1992,36/08.04.1992
"LEGE privind protectia sociala a personalului din cadrul uzinelor, fabricilor şi sectiilor producatoare de tehnica militara",37/20.04.1992
"LEGE privind autorizarea garantării unor credite externe contractate de Regia Autonomă de Electricitate ""Renel"" - Bucureşti",38/20.04.1992
"LEGE privind prelungirea aplicarii unor masuri pentru franarea procesului inflationist şi a somajului, stabilite de art. 8 din Legea salarizarii nr.14/1991 - in vigoare pana la 31 decembrie 1992",39/20.04.1992
LEGE privind stabilirea impozitului pe dividende la societatile comerciale,40/20.04.1992
"LEGE privind scutirea de impozit pe salarii a sumelor donate din fondul de premiere a salariatilor pentru ajutorarea persoanelor sinistrate din judetele Bacau, Neamt şi Suceava",41/20.04.1992
LEGE pentru aprobarea volumului maxim de masa lemnoasa ce se va recolta in anul 1992 şi a unor masuri de protectie a fondului forestier,42/28.04.1992
LEGE pentru ratificarea Conventiei de constituire a Agentiei Multilaterale de Garantare a Investitiilor,43/28.04.1992
"LEGE pentru aderarea Romaniei la Aranjamentul de la Haga privind depozitul international de desene şi modele industriale, din 6 noiembrie 1925, cu modificarile şi completarile ulterioare",44/28.04.1992
"LEGE privind stabilirea nivelului unor taxe in sume fixe datorate statului, in lei, de persoanele fizice şi juridice şi introducerea platii taxei asupra mijloacelor de transport cu tractiune mecanica şi a mijloacelor de transport pe apa, detinute de regiile autonome, societatile comerciale şi de ceilalti agenti economici organizati ca persoane juridice",45/14.05.1992
LEGE privind stabilirea unor drepturi în favoarea persoanelor fizice care deţin acţiuni în temeiul art.36 din Legea nr.18/1991,46/14.05.1992
LEGE privind organizarea şi funcţionarea Curţii Constituţionale,47/18.05.1992
LEGE Legea audiovizualului,48/21.05.1992
LEGE pentru modificarea şi completarea unor reglementari din legislatia de asigurari sociale,49/25.05.1992
"LEGE pentru ratificarea Acordului privind relatiile comerciale dintre Guvernul Romaniei şi Guvernul Statelor Unite ale Americii, semnat la Bucuresti la 3 aprilie 1992",50/27.05.1992
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Republica Austria, incheiat la Viena la 1 aprilie 1992",51/27.05.1992
"LEGE privind depunerea unor sume in contul ""Moldova""",52/29.05.1992
LEGE privind protectia speciala a persoanelor handicapate,53/01.06.1992
LEGE privind impozitul pe sumele obtinute din vanzarea activelor societatilor comerciale cu capital de stat,54/01.06.1992
"LEGE pentru modificarea şi completarea Legii nr.49/1991 privind acordarea de indemnizatii şi sporuri invalizilor, veteranilor şi vaduvelor de razboi",55/01.06.1992
LEGE privind frontiera de stat a Romaniei,56/04.06.1992
LEGE privind incadrarea in munca a persoanelor handicapate,57/09.06.1992
"LEGE cu privire la corelarea salariilor prevăzute de Legea nr.53/1991, Legea nr.40/1991 şi Legea nr.52/1991 cu nivelul salariilor de la societăţile comerciale şi regiile autonome",58/19.06.1992
"LEGE pentru ratificarea Acordului de garantie dintre Romania şi Banca Europeana pentru Reconstructie şi Dezvoltare, semnat la Londra la 27 februarie 1992",59/22.06.1992
LEGE pentru modificarea şi completarea Legii nr.52/1991 cu privire la salarizarea personalului din organele puterii judecatoresti,60/25.06.1992
LEGE Legea bugetului asigurarilor sociale de stat pe anul 1992,61/30.06.1992
LEGE cu privire la rectificarea bugetului de stat pe anul 1992,62/30.06.1992
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Internationala pentru Reconstructie şi Dezvoltare, incheiat la Washington la 2 iunie 1992",63/08.07.1992
LEGE privind aprobarea aranjamentului de credit stand-by acordat Romaniei de catre Fondul Monetar International,64/08.07.1992
"LEGE pentru modificarea şi completarea Codului penal, privind unele fapte de coruptie",65/08.07.1992
LEGE privind acordarea unor facilitati pentru atragerea de capital strain in domeniul explorarii şi exploatarii zacamintelor de petrol şi gaze,66/08.07.1992
"LEGE privind constituirea unui depozit în lei la C.E.C., în vederea creditării construcţiilor de locuinţe",67/08.07.1992
LEGE pentru alegerea Camerei Deputaţilor şi a Senatului,68/15.07.1992
LEGE pentru alegerea Preşedintelui României,69/15.07.1992
LEGE pentru acordarea dreptului unităţilor de cercetare ştiinţifică ale Academiei Române de a folosi veniturile suplimentare obţinute din contracte,70/16.07.1992
LEGE privind autorizarea garantării unor credite,71/17.07.1992
"LEGE pentru ratificarea Acordului international privind utilizarea statiilor de sol ""INMARSAT"" de nava in porturi şi in limitele marilor teritoriale, incheiat la Londra la 16 octombrie 1985",72/17.07.1992
LEGE pentru ratificarea Tratatului cu privire la relatiile de prietenie şi cooperare dintre Romania şi Regatul Spaniei,73/17.07.1992
"LEGE pentru ratificarea Tratatului de prietenie, colaborare şi buna vecinatate dintre Romania şi Republica Bulgaria",74/17.07.1992
"LEGE pentru ratificarea Acordului de imprumut suplimentar dintre Comunitatea Economica Europeana şi Romania, semnat la Bucuresti la 28 februarie 1992 şi la Bruxelles la 16 aprilie 1992",75/17.07.1992
"LEGE privind masuri pentru rambursarea creditelor rezultate din actiunea de compensare, regimul platilor agentilor economici, prevenirea incapacitatii de plata şi a blocajului financiar",76/17.07.1992
"LEGE privind stabilirea datei alegerilor pentru Camera Deputaţilor, Senat şi Presedintele Romaniei",77/18.07.1992
LEGE privind societatile comerciale,78/20.07.1992
LEGE cu privire la constituirea şi utilizarea fondului special din sumele încasate din vânzarea locuinţelor construite din fondurile statului,79/20.07.1992
LEGE privind pensiile şi alte drepturi de asigurari sociale ale agricultorilor,80/21.07.1992
LEGE privind abilitarea Guvernului de a emite ordonanţe şi autorizarea contractării şi garantării unor credite externe,81/21.07.1992
LEGE privind rezervele de stat,82/21.07.1992
LEGE privind procedura urgentă de urmărire şi judecare pentru unele infracţiuni de corupţie,83/21.07.1992
LEGE privind regimul zonelor libere,84/21.07.1992
LEGE privind vânzarea de locuinţe şi spaţii cu altă destinaţie construite din fondurile statului şi din fondurile unităţilor economice sau bugetare de stat,85/22.07.1992
LEGE pentru modificarea şi completarea Legii nr.1/1991 privind protectia sociala a somerilor şi reintegrarea lor profesionala,86/22.07.1992
"LEGE privind angajarea in munca a absolventilor invatamantului superior, liceal şi postliceal, promotia 1992",87/22.07.1992
LEGE pentru modificarea şi completarea unor dispozitii din Codul penal şi din Codul de procedura penala,88/22.07.1992
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Internationala pentru Reconstructie şi Dezvoltare, incheiat la Washington la 15 iunie 1992",89/22.07.1992
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Republicii Elene privind promovarea şi protejarea reciproca a investitiilor, incheiat la Atena la 16 septembrie 1991",90/29.07.1992
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Statului Israel privind promovarea şi protejarea reciproca a investitiilor, incheiat la Ierusalim la 2 septembrie 1991",91/29.07.1992
LEGE pentru organizarea judecătorească,92/04.08.1992
"LEGE pentru modificarea şi completarea unor dispozitii din Legea nr.42/1990 pentru cinstirea memoriei eroilor-martiri şi acordarea unor drepturi urmasilor acestora, precum şi ranitilor din timpul Revolutiei din Decembrie 1989",93/05.08.1992
LEGE privind organizarea şi funcţionarea Curţii de Conturi,94/08.09.1992
"LEGE pentru ratificarea Tratatului dintre Romania şi Republica Federala Germania privind cooperarea prieteneasca şi parteneriatul in Europa, incheiat la Bucuresti la 21 aprilie 1992",95/16.09.1992
"LEGE pentru ratificarea Conventiei nr.144/1976 a Organizatiei Internationale a Muncii, adoptata la 2 iunie 1976 la Geneva",96/16.09.1992
LEGE pentru ratificarea Conventiei dintre Guvernul Romaniei şi Guvernul Republicii Bulgaria privind colaborarea in domeniul protectiei mediului inconjurator,97/16.09.1992
"LEGE pentru ratificarea Conventiei privind protectia Marii Negre impotriva poluarii, semnata la Bucuresti la 21 aprilie 1992",98/16.09.1992
LEGE pentru ratificarea Conventiei dintre Romania şi Republica Turcia privind transferul persoanelor condamnate,99/16.09.1992
LEGE pentru aderarea Romaniei la Conventia de la Haga din 25 octombrie 1980 asupra aspectelor civile ale rapirii internationale de copii,100/16.09.1992
"LEGE pentru aderarea Romaniei la Conventia europeana asupra statutului juridic al copiilor nascuti in afara casatoriei, incheiata la Strasbourg la 15 octombrie 1975",101/16.09.1992
LEGE privind stema ţării şi sigiliul statului,102/21.09.1992
LEGE privind dreptul exclusiv al cultelor religioase pentru producerea obiectelor de cult,103/22.09.1992
"LEGE pentru modificarea şi completarea Codului penal, a Codului de procedura penala şi a altor legi, precum şi pentru abrogarea Legii nr.59/1968 şi a Decretului nr.218/1977",104/22.09.1992
LEGE cu privire la reglementarea raporturilor de drept internaţional privat,105/22.09.1992
LEGE pentru aderarea Romaniei la Conventia privind raspunderea civila pentru daune nucleare şi la Protocolul comun referitor la aplicarea Conventiei de la Viena şi a Conventiei de la Paris,106/03.10.1992
"LEGE pentru aderarea Romaniei la Conventia internationala privind standardele de pregatire a navigatorilor, brevetare/atestare şi efectuare a serviciului de cart, adoptata la Londra la 7 iulie 1978 (STCW 1978)",107/03.10.1992
"LEGE pentru abrogarea Decretului nr.24/1970 privind urmarirea şi judecarea unor infractiuni, depunerea unei cautiuni şi inlocuirea, in anumite cazuri, a executarii pedepsei inchisorii prin obligarea la plata unor amenzi",108/03.10.1992
LEGE pentru modificarea art. 43 alin. (1) din Legea audiovizualului nr.48/1992,109/03.10.1992
"LEGE pentru ratificarea Tratatului dintre Guvernul Romaniei şi Guvernul Statelor Unite ale Americii privind incurajarea şi protejarea reciproca a investitiilor, semnat la Bucuresti la 28-05-1992",110/09.11.1992
"LEGE pentru ratificarea Conventiei dintre Guvernul Romaniei şi Guvernul Republicii Ecuador privind evitarea dublei impuneri in materie de impozite pe venit, pe capital şi prevenirea evaziunii fiscale, semnata la Quito la 24 aprilie 1992",111/09.11.1992
LEGE pentru ratificarea conventiilor nr.154/1981 şi nr.168/1988 ale Organizatiei Internationale a Muncii,112/09.11.1992
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Republicii Finlanda privind promovarea şi protejarea reciproca a investitiilor, semnat la Helsinki la 26 martie 1992",113/09.11.1992
"LEGE referitor la unele ordonante ale Guvernului, emise in baza Legii nr.81/1992 privind abilitarea Guvernului de a emite ordonante şi autorizarea contractarii şi garantarii unor credite externe",114/18.11.1992
"LEGE privind prelungirea termenului de incheiere a actiunii de distribuire a certificatelor de proprietate, prevazut de Legea privatizarii societatilor comerciale nr.58/1991",115/07.12.1992
"LEGE pentru ratificarea Conventiei privind consimtamantul la casatorie, varsta minima pentru casatorie şi inregistrarea casatoriilor, adoptata de Adunarea generala a Organizatiei Natiunilor Unite (New York, 10 decembrie 1962)",116/15.12.1992
LEGE privind acceptarea de catre Romania a Actului constitutiv al Comisiei Europene de Lupta impotriva Febrei Aftoase,117/15.12.1992
LEGE pentru aderarea Romaniei la Conventia asupra substantelor psihotrope din 1971 şi la Conventia contra traficului ilicit de stupefiante şi substante psihotrope din 1988,118/15.12.1992
"LEGE pentru ratificarea Acordului de garantie dintre Romania şi Banca Europeana pentru Reconstructie şi Dezvoltare, semnat la 14 septembrie 1992 la Londra",119/15.12.1992
LEGE privind taxele pentru cererile de brevet de inventie şi pentru brevetele de inventie,120/18.12.1992
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Royal Bank of Canada, semnat la Washington la 24 septembrie 1992",121/19.12.1992
LEGE cu privire la rectificarea bugetului de stat pe anul 1992,122/22.12.1992
"LEGE privind aderarea Romaniei la Conventia pentru reprimarea actelor ilicite impotriva sigurantei navigatiei maritime, precum şi la Protocolul pentru reprimarea actelor ilicite impotriva sigurantei platformelor fixe situate pe platoul continental, adoptate la Roma la 10 martie 1988",123/22.12.1992
"LEGE pentru ratificarea Tratatului de prietenie şi colaborare dintre Romania şi Republica Estonia, incheiat la Tallinn la 11 iulie 1992",124/22.12.1992
"LEGE pentru ratificarea Acordului de garantie dintre Romania şi Banca Europeana pentru Reconstructie şi Dezvoltare, semnat la Londra la 14 septembrie 1992",125/22.12.1992
LEGE privind abrogarea unor acte normative aplicabile in domeniul ocrotirii sanatatii,126/22.12.1992
"LEGE privind declararea Ansamblului monumental ""CALEA EROILOR"", realizat de Constantin Brâncuşi în municipiul Târgu Jiu, judeţul Gorj, ca bun de utilitate publică, de interes naţional",127/29.12.1992
LEGE pentru declararea unor oraşe-martir,128/29.12.1992
LEGE privind protecţia desenelor şi modelelor industriale,129/29.12.1992
LEGE privind aprobarea Ordonantei Guvernului nr.3/1992 privind taxa pe valoarea adaugata,130/29.12.1992
law,date_law
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Comunitatea Economica Europeana, semnat la Bruxelles la 7 decembrie 1992, precum şi a memorandumului de intelegere anexat la acesta",1/08.02.1993
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Republica Austria, semnat la Viena la 18 noiembrie 1992",2/08.02.1993
"LEGE pentru respingerea Ordonantei Guvernului nr.28/1992 privind accizele la produsele din import şi din tara, precum şi impozitul pe circulatie la titeiul din productia interna şi la gazele naturale",3/24.02.1993
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Export-Import Bank - Japonia, semnat la Tokyo la 18 decembrie 1992",4/05.03.1993
"LEGE privind ratificarea Acordului dintre Romania şi Statul Kuwait pentru evitarea dublei impuneri cu privire la impozitele pe venit şi capital, semnat la Kuwait-City la 25 iulie 1992",5/08.03.1993
"LEGE pentru aderarea Romaniei la Conventia internationala din 1973 pentru prevenirea poluarii de catre nave, modificata prin protocolul incheiat la Londra la data de 17 februarie 1978",6/08.03.1993
"LEGE pentru ratificarea Protocolului referitor la amendarea articolului 50 a) al Conventiei privind aviatia civila internationala, incheiat la Montreal la 26 octombrie 1990, şi a Protocolului referitor la amendarea articolului 56 al Conventiei privind aviatia civila internationala, incheiat la Montreal la 6 octombrie 1989",7/08.03.1993
"LEGE pentru ratificarea Acordului european privind marile linii de transport international combinat şi instalatii conexe (A.G.T.C.), incheiat la Geneva la 1 februarie 1991",8/08.03.1993
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Regatului Unit al Marii Britanii şi Irlandei de Nord privind infiintarea de centre de cultura şi functionarea lor, incheiat la Bucuresti la 22 februarie 1991",9/08.03.1993
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Republicii Federale Nigeria privind evitarea dublei impuneri şi prevenirea evaziunii fiscale cu privire la impozitele pe venit şi pe castiguri din capital, incheiat la Abuja la 21 iulie 1992",10/08.03.1993
LEGE pentru aprobarea Ordonantei de urgenta a Guvernului nr.1/1992 cu privire la rectificarea bugetului de stat pe anul 1992,11/11.03.1993
LEGE privind rectificarea bugetului asigurarilor sociale de stat pe anul 1992,12/11.03.1993
"LEGE pentru aderarea Romaniei la Conventia privind conservarea vietii salbatice şi a habitatelor naturale din Europa, adoptata la Berna la 19 septembrie 1979",13/11.03.1993
"LEGE pentru aplicarea masurilor prevazute de Legea nr.37/1992 privind protectia sociala a personalului din cadrul uzinelor, fabricilor şi sectiilor producatoare de tehnica militara",14/25.03.1993
"LEGE pentru aderarea Romaniei la Conventia europeana in materia adoptiei de copii, incheiata la Strasbourg la 24 aprilie 1967",15/25.03.1993
"LEGE pentru ratificarea Acordului interimar privind comertul şi aspectele legate de comertul dintre Romania, pe de o parte, şi Comunitatea Economica Europeana şi Comunitatea Europeana a Carbunelui şi Otelului, pe de alta parte, semnat la Bruxelles la 1 februarie 1993",16/29.03.1993
"LEGE pentru acceptarea Amendamentului, adoptat de Adunarea generala a Biroului International al Expozitiilor la 31 mai 1988, la Conventia din 22 noiembrie 1928 modificata şi completata prin protocoalele din 10 mai 1948, 16 noiembrie 1966 şi 30 noiembrie 1972 şi prin Amendamentul din 24 iunie 1982",17/02.04.1993
"LEGE pentru ratificarea Conventiei consulare dintre Romania şi Ucraina, semnata la Bucuresti la 3 septembrie 1992",18/02.04.1993
"LEGE pentru ratificarea Acordului dintre Romania şi statele Asociatiei Europene a Liberului Schimb (A.E.L.S.) şi a aranjamentelor agricole bilaterale la care se face referire in acord, semnat la Geneva la 10 decembrie 1992",19/06.04.1993
"LEGE pentru ratificarea Acordului european instituind o asociere intre Romania, pe de o parte, şi Comunitatile Europene şi statele membre ale acestora, pe de alta parte, semnat la Bruxelles la 1 februarie 1993",20/06.04.1993
LEGE Legea bugetului de stat pe anul 1993,21/06.05.1993
LEGE Legea bugetului asigurarilor sociale de stat pe anul 1993,22/06.05.1993
LEGE privind aprobarea volumului maxim de masa lemnoasa ce se va recolta in anul 1993,23/06.05.1993
LEGE privind declararea ca municipiu a orasului Blaj,24/15.05.1993
"LEGE privind abilitarea Guvernului de a modera cresterea salariilor prin introducerea unor impozite suplimentare, pe cale de ordonanta, in vederea franarii procesului inflationist şi a somajului",25/17.05.1993
"LEGE privind înfiinţarea, organizarea şi funcţionarea Corpului gardienilor publici",26/22.05.1993
"LEGE privind acceptarea Protocolului pentru modificarea anexei la Acordul privind comertul cu aeronave civile, incheiat la Geneva la 2 decembrie 1986",27/22.05.1993
"LEGE pentru ratificarea Tratatului cu privire la relatiile prietenesti şi la cooperarea dintre Romania şi Republica Polona, incheiat la Bucuresti la 25 ianuarie 1993",28/24.05.1993
"LEGE privind stabilirea drepturilor aferente anului 1992, in favoarea unei categorii de persoane fizice ale caror terenuri agricole au trecut in proprietatea statului",29/26.05.1993
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Republicii Cipru privind promovarea şi protejarea reciproca a investitiilor, semnat la Bucuresti la 26 iulie 1991",30/26.05.1993
"LEGE privind ratificarea celui de-al patrulea Protocol aditional la Constitutia Uniunii Postale Universale, incheiat la Washington la 14 decembrie 1989",31/26.05.1993
"LEGE pentru punerea in aplicare, cu incepere de la 1 iulie 1993, a Ordonantei Guvernului nr.3/1992 privind taxa pe valoarea adaugata - aprobata prin Legea nr.130/1992 -, emisa in baza Legii nr.81/1992",32/03.06.1993
"LEGE pentru modificarea şi completarea Legii nr.40/1991 cu privire la salarizarea Presedintelui şi Guvernului Romaniei, precum şi a personalului Presedintiei, Guvernului şi al celorlalte organe ale puterii executive",33/09.06.1993
LEGE privind integrarea sistemului de asigurari sociale al cooperatiei mestesugaresti in sistemul asigurarilor sociale de stat,34/14.06.1993
LEGE pentru modificarea şi completarea Legii nr.32/1991 privind impozitul pe salarii,35/15.06.1993
LEGE privind finanţarea unor acţiuni de integrare economică şi culturală între România şi Republica Moldova,36/24.06.1993
"LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Guvernul Republicii Turcia privind cooperarea in domeniile instruirii, tehnicii şi stiintei militare",37/24.06.1993
LEGE privind imprumutul de stat pentru finantarea deficitului bugetului de stat pe anul 1992 şi refinantarea ratei scadente in anul 1992 la imprumutul de stat contractat pentru finantarea deficitului bugetului de stat inregistrat in anul 1991,38/24.06.1993
LEGE pentru aderarea Romaniei la Protocolul facultativ la Pactul international cu privire la drepturile civile şi politice,39/28.06.1993
LEGE pentru ratificarea Acordului dintre Guvernul Romaniei şi Agentia Spatiala Europeana (E.S.A.) privind cooperarea spatiala in scopuri pasnice,40/28.06.1993
"LEGE pentru modificarea şi completarea Legii nr.53/1991 privind salarizarea senatorilor, deputatilor şi personalului din aparatul Parlamentului Romaniei",41/28.06.1993
"LEGE privind accizele la produsele din import şi din tara, precum şi impozitul la titeiul din productia interna şi gazele naturale",42/29.06.1993
"LEGE pentru completarea şi modificarea Legii nr.76/1992 privind masuri pentru rambursarea creditelor rezultate din actiunea de compensare, regimul platilor agentilor economici, prevenirea incapacitatii de plata şi a blocajului financiar",43/29.06.1993
"LEGE pentru ratificarea Conventiei consulare dintre Romania şi Republica Polona, semnata la Bucuresti la 25 ianuarie 1993",44/30.06.1993
LEGE pentru modificarea şi completarea Codului de procedura penala,45/01.07.1993
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Europeana de Investitii, semnat la Luxemburg şi Bruxelles la 10-05-1993",46/07.07.1993
LEGE cu privire la declararea judecătorească a abandonului de copii,47/07.07.1993
LEGE pentru ratificarea Conventiei consulare dintre Romania şi Republica Albania semnata la Bucuresti la 31 iulie 1993,48/07.07.1993
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Europeana pentru Reconstructie şi Dezvoltare, semnat la Londra la 23 aprilie 1993",49/07.07.1993
"LEGE pentru ratificarea Acordului de imprumut dintre Romania şi Banca Internationala pentru Reconstructie şi Dezvoltare, semnat la Washington la 30 aprilie 1993",50/07.07.1993
LEGE privind acordarea unor drepturi magistraţilor care au fost înlăturaţi din justiţie pentru considerente politice în perioada anilor 1945 - 1952,51/07.07.1993
LEGE privind integrarea sistemului de asigurari sociale al personalului Bisericii Ortodoxe Romane in sistemul asigurarilor sociale de stat,52/07.07.1993
"LEGE pentru modificarea şi completarea Decretului-lege nr.118/1990 privind acordarea unor drepturi persoanelor persecutate din motive politice de dictatura instaurata cu incepere de la 6 martie 1945, precum şi celor deportate in strainatate ori constituite in prizonieri",53/07.07.1993
LEGE pentru organizarea instanţelor şi parchetelor militare,54/09.07.1993
LEGE pentru modificarea şi completarea Legii nr.52/1991 cu privire la salarizarea personalului din organele puterii judecatoresti,55/09.07.1993
LEGE Legea Curţii Supreme de Justiţie,56/09.07.1993
LEGE pentru modificarea şi completarea Legii nr.35/1991 privind regimul investitiilor straine,57/10.07.1993
"LEGE privind abilitarea Guvernului de a emite ordonanţe şi autorizarea contractării şi garantării unor credite externe, precum şi a contractării unor împrumuturi de stat",58/10.07.1993
"LEGE pentru modificarea Codului de procedura civila, a Codului familiei, a Legii contenciosului administrativ nr.29/1990 şi a Legii nr.94/1992 privind organizarea şi functionarea Curţii de Conturi",59/23.07.1993
LEGE privind acordarea de către Guvernul României a unui credit Guvernului Republicii Moldova,60/15.09.1993
LEGE privind alocaţia de stat pentru copii,61/22.09.1993
LEGE pentru modificarea articolului 43 alineatul (1) din Legea audiovizualului nr.48/1992,62/22.09.1993
LEGE pentru aprobarea Ordonantei de urgenta a Guvernului Romaniei nr.1/1993 privind unele masuri pentru aplicarea taxei pe valoarea adaugata,63/28.09.1993
LEGE pentru aderarea Romaniei la Statutul Consiliului Europei,64/04.10.1993
